1,1,785.56,460.97,84.36000000000001,104.54999999999995,1,1,1.0
1,2,521.8,421.76,60.60000000000002,100.99000000000001,1,1,1.0
1,3,486.16,422.95,66.53000000000003,95.05000000000001,1,1,0.0
1,4,385.17,408.69,77.22999999999996,95.05000000000001,1,1,1.0
1,5,138.04,261.37,61.78,92.67000000000002,1,1,1.0
1,6,361.41,140.18,46.329999999999984,81.97999999999999,1,1,1.0
1,7,425.56,153.25,48.71999999999997,79.6,1,1,1.0
1,8,553.88,89.09,33.26999999999998,58.22,1,1,1.0
1,9,702.4,80.77,34.450000000000045,52.280000000000015,1,1,1.0
1,10,829.52,175.82,48.72000000000003,76.04000000000002,1,1,1.0
1,11,716.65,191.27,42.77999999999997,70.1,1,1,1.0
1,12,1081.41,335.03,55.83999999999992,111.68,1,1,1.0
1,13,1132.49,244.73,61.789999999999964,92.68000000000004,1,1,1.0
1,14,1234.7,137.8,37.99000000000001,86.69999999999999,1,1,1.0
1,15,884.18,117.6,32.08000000000004,65.35,1,1,1.0
1,16,634.67,218.59,38.020000000000095,81.97999999999999,1,3,1.0
1,17,574.08,43.94,29.699999999999932,51.09,1,3,1.0
2,1,791.5,459.78,84.36000000000001,104.56000000000006,1,1,1.0
2,2,523.19,421.76,60.58999999999992,100.99000000000001,1,1,1.0
2,3,488.54,422.95,64.15000000000003,95.05000000000001,1,1,0.0
2,4,389.13,408.3,77.23000000000002,95.05000000000001,1,1,1.0
2,5,145.17,260.18,61.78,92.67000000000002,1,1,1.0
2,6,372.1,138.99,46.329999999999984,81.97999999999999,1,1,1.0
2,7,433.88,153.25,48.70999999999998,79.6,1,1,1.0
2,8,564.57,89.09,33.26999999999998,58.22,1,1,1.0
2,9,719.03,79.58,34.460000000000036,52.280000000000015,1,1,1.0
2,10,839.62,177.01,48.72000000000003,76.04000000000002,1,1,1.0
2,11,726.16,190.08,42.76999999999998,70.1,1,1,1.0
2,12,1089.72,338.59,55.83999999999992,111.69,1,1,1.0
2,13,1136.65,243.54,61.77999999999997,92.68000000000004,1,1,1.0
2,14,1247.77,135.42,32.23000000000002,86.70000000000002,1,1,1.0
2,15,893.68,117.6,32.08000000000004,65.35,1,1,1.0
2,16,642.99,218.59,38.01999999999998,81.97999999999999,1,3,1.0
2,17,580.02,40.38,29.700000000000045,51.089999999999996,1,3,1.0
3,1,805.76,456.22,84.36000000000001,104.54999999999995,1,1,1.0
3,2,524.57,421.76,60.59999999999991,100.99000000000001,1,1,1.0
3,3,490.91,422.95,61.78000000000003,95.05000000000001,1,1,0.0
3,4,393.09,407.9,77.23000000000002,95.05000000000001,1,1,1.0
3,5,157.05,261.37,61.78,92.67000000000002,1,1,1.0
3,6,386.35,138.99,46.339999999999975,81.97999999999999,1,1,1.0
3,7,445.76,150.87,48.710000000000036,79.60999999999999,1,1,1.0
3,8,578.83,87.9,33.26999999999998,58.22,1,1,1.0
3,9,729.72,78.4,34.45999999999992,52.26999999999998,1,1,1.0
3,10,849.72,178.2,48.72000000000003,76.04000000000002,1,1,1.0
3,11,735.66,188.89,42.780000000000086,70.10000000000002,1,1,1.0
3,12,1089.72,338.59,73.68000000000006,111.71000000000004,1,1,1.0
3,13,1140.81,242.36,61.77999999999997,92.66999999999996,1,1,1.0
3,14,1264.4,133.05,15.599999999999909,86.69999999999999,1,1,1.0
3,15,907.94,116.42,32.07999999999993,65.33999999999999,1,1,1.0
3,16,651.31,217.41,38.020000000000095,81.97999999999999,1,3,1.0
3,17,591.9,40.38,29.700000000000045,51.089999999999996,1,3,1.0
4,1,814.08,454.44,84.36000000000001,104.55000000000001,1,1,1.0
4,2,525.96,421.76,60.58999999999992,100.99000000000001,1,1,1.0
4,3,493.29,422.95,59.400000000000034,95.05000000000001,1,1,0.0
4,4,397.05,407.51,77.22999999999996,95.05000000000001,1,1,1.0
4,5,171.31,261.37,61.78,92.67000000000002,1,1,1.0
4,6,402.99,138.99,46.329999999999984,81.97999999999999,1,1,1.0
4,7,460.02,155.62,48.710000000000036,79.60999999999999,1,1,1.0
4,8,593.09,87.9,33.26999999999998,58.22,1,1,1.0
4,9,738.04,77.21,34.460000000000036,52.280000000000015,1,1,1.0
4,10,860.42,178.2,48.710000000000036,76.04000000000002,1,1,1.0
4,11,748.73,188.89,42.76999999999998,70.10000000000002,1,1,1.0
4,12,1084.97,338.59,79.62999999999988,111.71000000000004,1,1,1.0
4,13,1148.73,244.34,61.77999999999997,92.66999999999999,1,1,1.0
4,15,919.82,114.04,32.07999999999993,65.34999999999998,1,1,1.0
4,16,669.13,215.03,38.01999999999998,81.97999999999999,1,3,1.0
4,17,607.35,41.56,29.699999999999932,51.09,1,3,1.0
5,1,822.4,452.65,84.35000000000002,104.56000000000006,1,1,1.0
5,2,527.35,421.76,60.59000000000003,100.99000000000001,1,1,1.0
5,3,495.67,422.95,57.02000000000004,95.05000000000001,1,1,0.0
5,4,405.37,405.72,77.21999999999997,95.04999999999995,1,1,1.0
5,5,178.43,261.37,61.78999999999999,92.67000000000002,1,1,1.0
5,6,411.3,138.99,46.339999999999975,81.97999999999999,1,1,1.0
